Id,Community
1133737532443766784,0
18839785,0
249520655,0
120649992,0
1289235667516456962,0
147994804,0
322430350,0
355989081,0
702001481247911936,0
1323885145577807872,0
1324334436,0
1657730988,1
2150403589,0
2289628938,0
2451476942,0
37034483,0
39743812,0
44839509,0
45261768,1
887606425479856128,0
1065563383,0
143409262,0
43077446,0
1934388686,0
2512765266,0
318673863,0
1897514666,0
146360682,0
4255658358,0
941134694,1
138822469,0
1368737382,0
974143844,0
20751449,0
3241214268,0
34245009,0
44425241,0
61121030,0
1100927498,0
1247238336084729856,0
137656171,0
253512688,0
3582554773,0
53313935,0
711760467383877632,0
2590932906,0
28082599,0
390677061,0
1318769408613863426,0
635895185,0
1184085522248949760,0
469503746,1
571479724,0
285655507,0
797720168713441280,0
129057534,0
161634802,0
313385516,0
65851020,0
131188226,0
107724957,0
368753165,0
52119862,0
16404141,0
3489768920,0
735095544,0
74980737,0
811972460560019456,0
240649814,0
245687754,0
738149822,0
74995974,0
332188446,0
77732185,0
1234525248491442179,0
389013000,0
75193964,0
17741799,0
1112714156887543808,0
75489786,0
1349124297034498049,0
2596143056,0
50944856,0
105130840,0
125672370,0
18373968,0
198030688,0
215685563,0
29398579,0
3018719294,0
303783976,0
438525539,0
77509999,0
1487431723,0
207809313,0
817976607398731776,0
834833150,0
283632721,0
36327407,0
134758540,0
165506153,0
385660566,0
1591419488,0
2686834802,0
46645746,0
937664212511309827,0
158588740,0
54936590,0
804003606001106944,0
42043572,0
111872402,0
1642669674,0
171355391,0
2166444230,0
122959195,0
50279781,0
258370261,0
775921502642241536,0
856530759116402690,1
108391251,0
113568312,0
160509668,0
2570829264,0
337065278,0
725003596811620353,0
103237946,0
1349149096909668363,2
70121276,0
1134423305790795776,0
225012752,0
1098694358037983233,0
39344374,3
1115874631,2
391901721,0
56039856,0
844191238991503360,0
44356836,0
2312262702,0
99146923,0
44588485,0
84021687,0
1103843394109857793,0
104473820,0
1890327224,0
236457592,0
2222673457,0
109554990,4
14499829,2
189868631,4
2412739760,4
33933259,4
544389588,4
66935683,0
93115683,2
950824252562903040,4
97219875,4
145607857,0
194516930,1
19760270,0
389313566,1
89732309,1
1111842672220819456,0
4789453135,0
1269258001,0
37168231,0
375369317,0
1246035397198528515,0
233199034,0
356367350,0
797673785268715521,0
1218781036898705408,0
143388401,0
1110805057,0
106081433,0
463553347,0
1045835428287385600,0
942802400,1
979273137136300032,0
141111844,0
765535468104585217,0
1121279474073362432,0
19897138,0
120737021,0
119048275,0
142238984,0
3638215945,0
753131004483760129,0
25095205,3
2887798966,0
751400048,0
98925318,0
2467791,2
350502624,0
18071358,0
3149398118,0
3291691,2
108006063,0
2892809359,0
12104642,0
119037578,0
721992033921990656,0
2333630101,0
841609973687762944,0
43384673,0
2447086974,0
825243162201448448,0
1911516824,0
231033118,0
18160362,0
1419020654,0
1387173836,0
6509832,0
826734320018661378,0
962988506,0
346406417,0
353225707,0
101719346,0
17670329,0
1858339356,0
14072047,0
263793754,0
48924841,0
26719898,5
631810714,0
77010227,0
1244892413262311425,0
147537589,0
1056973148044709888,0
3059632987,0
1354702453,0
1156445533025767424,0
384721399,0
1056850669,0
44900754,0
60937837,0
953531755138437120,0
245284856,0
1652541,2
56685329,0
362506755,1
15076053,0
287506141,0
43855487,2
982411422905778176,0
40596411,0
101779040,0
987383070,0
5402612,2
106513394,0
245271690,0
81582883,0
14353202,5
784351656355897344,4
804667111851356160,0
2570642840,0
2219225070,0
24059402,0
45874278,2
2686770528,0
3747691152,0
794958848725372928,0
102268884,0
312790865,0
7424642,2
28785486,2
451301758,0
277899008,0
1148030178,0
290180065,2
94530194,0
107404025,0
17673635,0
68927629,0
120350623,0
4914384040,3
878261831629815810,0
47646735,2
14173315,2
2215504453,0
108252113,1
1339835893,2
24857905,1
1164940374374330368,2
487118986,2
827185873301037056,0
742143,2
249524839,0
562164552,0
141633175,0
1253665449008562178,5
284920800,0
59026323,0
86743314,0
1240561169296814080,0
4264422434,0
2410732195,0
54436268,0
6134882,2
60843563,0
37365807,1
2877839294,0
1305509934797217792,1
1088949722,1
1277255526028464128,0
964607168992329728,1
2217408934,0
58242871,0
380648579,2
2262532860,0
282050428,0
755672251832217602,0
763681403821109248,1
75311070,1
1257597632450457600,3
2277402223,0
57947582,1
990577808928886784,1
1146329871418843136,5
1323730225067339784,2
157981564,5
2987671552,2
31310158,2
193045008,5
96900937,2
10926202,3
1394079906,0
1100720220832882688,0
1316308173955895296,1
3150940290,1
17469289,2
40616820,0
25562183,2
1255393579507351554,2
1535706559,0
912140384834289665,0
15438913,2
15954704,2
380285402,2
18548529,1
86626845,2
1199628598509858816,0
41765544,0
18667907,2
7744592,2
1010593116,2
1240730989992673280,3
1247824448348012544,0
551426814,5
584069282,0
8775672,2
936078120,2
973840117,6
808451126,1
15808647,2
931260588,1
51241574,2
1201519638380724224,1
3903318556,1
20878297,3
151432737,1
820452522494226433,2
94761188,0
19658826,2
34713362,2
51752944,2
17710740,0
935142655213703168,1
1111567384148692993,5
11686132,0
56627441,1
38400130,7
1174297440003993601,3
20402945,2
22677397,3
2301990517,3
24733117,2
292929271,3
3932768472,3
4970411,2
87679233,3
923643522,2
93241358,3
2476130260,5
43878033,5
216299334,5
1107295949703901185,1
281357486,1
886576262537465856,1
34262462,2
883249917069713409,0
804680472,2
1249319185064153088,1
170254080,2
91882544,3
259725229,0
36042554,2
87818409,2
56312411,1
1401726968,1
48706493,1
19825835,5
7587032,2
242827267,3
1039883660319752192,5
1114969954951020545,5
2441666255,5
302938456,5
3314652765,5
729795376438464512,5
742321348664557568,5
91870534,5
241684668,2
506429053,2
7745472,2
3830657255,1
1305156978109374465,1
3419251203,2
10215212,2
1352064843432472578,2
174263807,5
264356595,2
37963496,5
45586617,2
803694179079458816,2
14281853,5
62576309,5
146569971,2
426909329,2
2985479932,2
18956073,2
15012486,2
52810218,1
917416223541022720,5
20457806,2
346680340,6
42210513,6
610659001,2
15448383,7
2811559122,7
25387183,2
146513211,5
872258602786017281,6
1293113010941296640,2
17134268,2
376819013,4
50393960,2
26574283,2
24261916,2
11347122,2
455684839,2
1194962714,2
18379614,3
20729667,3
25409870,3
487297085,3
745540429,3
786568723477897216,3
42958829,2
23544268,2
87416722,5
394087611,2
913035902171017218,0
2233154425,2
22771961,2
286520757,1
567289542,0
170699708,2
1480749782,5
132945170,2
149282848,3
19038934,2
3108351,2
942156122,2
447895686,6
576436187,2
991940041,2
549308627,2
428333,2
154521314,1
233364902,2
1093695069176000512,2
1277094794641235973,1
68412042,2
870535057,2
2391585170,0
4126501,1
1262695055153717249,1
995328305279549440,1
18856867,3
44728980,7
33915298,1
857659736828674052,1
1769551,2
951165164,1
1254474637,1
1112987812503212032,1
111564456,1
1228541238845923328,1
140398355,1
18812572,2
1080894931311431682,3
7309052,2
16973333,2
807095,2
711750460932141056,2
2097571,2
1290191301791617024,4
247217109,4
817676978639749120,4
77520998,1
14700117,5
252794509,2
2353605901,3
407440890,3
91478624,2
507681957,7
1942642807,2
34717676,2
14362766,2
84366480,2
2314087860,2
16343974,3
22650211,2
100250921,2
1351284403801108481,2
14307494,2
93476253,2
17583309,2
1155192538535550976,2
1140090941195325440,2
467823431,2
17291393,2
1258014527771349000,2
817874603846565888,2
18622869,2
37190669,2
767788995962998784,2
150078976,2
198357693,2
21316253,2
27493883,2
15976705,2
36711022,2
22129280,2
759251,2
16513335,2
4696552878,2
907139600,2
1143197405162168321,2
1640929196,2
60087571,2
860654500431880192,2
104198706,2
1355208397235302406,2
932068755856936960,2
716813053,2
32313637,2
745824471689244672,2
1083125649609506816,3
1209417007,3
20776147,3
16067525,2
14529929,2
1361357051478351874,2
17027632,2
758386615748263936,2
2876041031,2
259123499,2
32871086,2
41223126,2
95463107,2
2836421,2
17494010,2
42389136,2
24209167,2
174444452,2
2421067430,2
19644592,5
328634628,5
11856892,2
1061009601355829255,2
14062554,2
1949789970,2
15115280,2
2968626209,2
29467516,2
22302678,2
19402238,2
15429807,2
2249531,2
48325671,2
11866582,2
16017475,2
1363682447695765510,2
1917731,2
1011970623470489601,2
1351236267707654145,2
1079429091546316800,2
158414847,2
52392666,2
31059230,2
66213051,2
14606079,2
93069110,2
1151253444084170752,2
16374678,2
24928809,2
17143007,2
18831926,2
2347049341,2
55060090,2
872563312394870785,2
32885815,2
978265628426432512,2
15418628,2
16993839,2
1064603540956565504,2
16012783,2
23169735,2
3497941,2
4898091,2
13218102,3
2889924959,2
1012351320953708545,5
116765012,5
1223648158452011018,5
70394965,2
2918172218,2
1034469513385963521,2
1351231556753510415,2
19422491,2
216122857,5
24518690,2
35773039,2
37723353,2
798953701972938752,2
382691414,2
2340455210,2
168965055,2
130617778,2
19502995,2
33989747,2
14179819,2
948946378939609089,2
18320938,2
38354090,2
16664681,2
20973388,5
4706615712,2
282790593,2
537795028,2
42782695,2
75690416,2
85694915,2
16409618,2
1087380412089987077,2
18781687,2
5392522,2
745694437452308480,7
292432829,2
774445533008191488,2
760213207332052995,2
887946728,2
1192549822865297409,2
20742461,2
18580432,2
215207998,2
232268199,2
215956709,2
16160352,2
89820928,2
38349184,2
880018682,2
74669397,2
1144333281099468801,2
15446551,2
282980474,7
29641373,7
2975831676,7
774960210007830529,7
23730132,2
69651972,2
1096205507348623360,2
1298372735383605249,2
238259855,2
16686144,2
15464697,2
71294756,2
25928253,2
532562634,2
24506246,2
244701234,2
40996128,2
23504870,2
1107896723936940032,2
244655353,2
16316895,2
8953122,2
1286312880,2
1435461,2
18576819,5
234694571,5
1239153573327515652,2
798973032362606600,2
842550390818201600,2
223166587,2
2815794381,2
24378502,5
1367531,2
13850422,2
65970675,2
87983041,2
1140904762893688833,2
49616273,2
88702710,2
505236411,2
1177987198131429378,2
50997451,5
3395331868,2
15375209,7
330826792,7
39453212,7
189570603,2
21941227,2
9300262,2
155930120,2
15966995,2
16266037,2
189406309,2
259602009,2
309932421,2
18686907,2
612473,2
136004952,5
278902784,2
2598999181,2
1082334352711790593,2
870429873621172226,2
20715936,2
946207759422259200,2
3187848737,2
14705603,2
19636948,2
284590933,2
538523224,2
332496416,2
15872418,7
62855667,7
753562266,2
196186298,2
55376380,2
19424427,5
23834596,5
728039605,3
593289567,2
3044739166,2
404422077,2
47529622,2
17112878,2
17297668,2
967356481,2
711087387523358721,5
14304462,2
1413027896,2
281877818,2
27055034,2
800707492346925056,2
860123351154556928,2
1275285589818998786,2
16041234,2
1010321477772697601,2
701725963,2
123327472,2
197496309,2
5741722,2
21461359,2
269997972,5
746371177174679552,5
216767555,2
1240939887861219328,7
1242015104226320384,7
15947471,7
33864320,7
717716672,7
881874973027033093,7
887693897652097025,7
1019581523849334785,2
864560037821370369,2
605153786,2
205864193,2
471677441,2
309282144,2
1639395961,2
104296908,6
125346858,6
1954402777,6
2483954344,2
91316071,2
260345372,5
17974481,2
485051625,2
714377713,4
106430958,2
15754281,2
1133103140,4
27955127,4
39660670,4
91966685,4
933584411307724800,4
39416218,2
3095991935,2
233186560,5
2996889040,5
2710796718,2
28838219,2
80024060,5
36596856,2
188019606,2
298122157,2
1375289149,2
15675138,2
1258043434801250304,2
12699932,2
299273962,2
14188527,2
12046642,2
843556423548067840,2
828038191974346752,2
234896532,2
17442320,5
407807118,2
1021625767,2
113449888,2
18824442,2
819265555832143872,2
1249982359,3
20846658,5
216647845,5
2969760609,2
174751002,2
472122299,7
49272248,2
55118669,7
18820392,2
14303535,2
14115912,2
22330739,2
2987156301,2
387937220,2
75939860,2
1181610649949892609,2
22019881,2
35315865,2
1299856260,3
6724252,3
816652616625168388,3
1403424932,2
151274219,2
21268897,2
40954616,2
451192624,2
6107422,2
16334139,2
1671002024,6
842105421116633088,6
21156033,2
15348883,5
20598137,5
224568664,5
400953126,5
42229043,5
93419198,5
972180115252752384,2
48110818,2
61592079,2
20562637,2
17138582,2
493426496,2
3237611533,2
19604599,2
89522068,2
101247957,3
174151902,5
203123011,2
21212604,2
60597469,2
757300766478663680,3
788524,2
885891622919184384,2
114840227,2
161988348,5
1338606212439552000,2
15374714,2
2728333028,2
826589191412862976,2
17070113,2
834081571493785600,2
145036955,2
771582213896802304,2
1076293903723233280,2
190972530,7
216620491,7
28775032,7
3384441,7
365365367,7
416936780,7
4524501,7
729589967433818112,7
730030629648097280,7
819079014862073856,7
823349574739734528,7
846375823535816706,7
88223320,2
16106522,3
115465588,2
279097431,2
540485502,4
230769694,2
13393052,2
2820083725,2
576188032,2
366629301,2
204748499,2
317980134,2
28430576,2
984819646082797568,2
799047255378391040,2
17802221,1
727249232,7
45010849,5
11744152,2
1274037968261578754,2
16745361,2
780579095264399361,2
130651720,2
85227160,2
111556423,2
19489239,2
110840720,2
14647570,2
924842503869730817,2
95464071,2
2530363285,4
2800183793,4
42589739,2
2353701600,2
43332560,2
1299160007620034560,2
14437914,2
24906110,2
3318734252,2
16949344,5
296260628,5
1005085697018138624,2
246961837,2
827119753537937408,2
1080586433088258048,2
86141342,2
41822696,5
2704294333,2
3295423333,2
139568810,2
252751061,2
190474968,2
42891240,2
305023825,5
47678782,2
23820899,2
20286125,2
75937326,2
22240612,2
1569516212,2
15566012,2
3947025803,2
242261167,7
232427887,2
3138945535,7
16077204,2
16711026,2
1132399654518308865,4
962069820,5
981960751777767424,2
16076032,2
169050333,2
1901298962,2
21866939,2
25088746,2
279788564,7
36670025,2
39308549,3
5695632,2
624413,2
90651198,2
61802282,2
244030590,5
100136358,2
500964316,2
85553575,2
3277891994,2
390039185,5
725864212640219138,2
826351383855058944,2
626470812,5
817083,2
86002394,2
1185212394634727424,2
16952753,2
613832082,2
709541071106084864,2
43642659,2
738538436,2
29465136,2
87371781,2
824419942661574656,2
3140868280,5
188369254,2
402458269,2
18009561,2
40068395,2
218154836,5
245521460,2
2253654474,2
21184460,5
276688330,2
1160957211369230343,2
2494186513,5
40129171,2
240631273,5
987742428,2
204965323,3
442026896,2
1001703167120281601,6
162848363,2
874006150399877120,2
121191859,2
16753540,5
1350123171933003776,2
84684955,2
156314187,2
703052835919777792,2
23584333,6
938525696670003201,2
318459349,2
121680141,2
462299646,5
704282873231237121,2
159162599,2
46678624,5
1396575560,5
3325105445,2
47293791,3
1903372854,3
1109532876310302721,3
64397992,2
140955302,5
228826986,5
412548718,5
246178914,2
7542942,7
1000644295890784258,5
255340030,3
584554426,5
19233522,5
25067168,2
46910761,2
160856325,2
192875959,2
3140730672,2
3079986094,3
500310949,3
46479416,2
233953901,4
1108477440517656576,5
322889483,5
12848262,2
3133543325,6
720707160095727616,5
19089339,2
486788914,2
821699497,2
1153483865673142272,2
1290722208910839809,5
318739058,2
234068985,4
1865540413,5
14293310,2
59393368,2
1242887487313391616,5
2940956385,6
19031057,2
711664434,2
757862089,3
2506817042,2
1296754272499937280,7
237176284,2
27201190,2
28221296,3
1466898139,5
158021529,5
2231199386,5
453473029,5
498986721,5
86384980,3
587205438,2
2730560946,6
563190755,2
1156822433162072064,2
1335392475729588230,3
47739450,3
21017729,2
810914421870563329,2
1247223374717296647,3
795749709629521920,4
856590732907433985,3
5370122,7
2698422738,5
60425879,5
876935449,2
155581583,3
24700876,3
1145380534429859840,3
700432586720595969,2
41622841,2
53751609,2
23865085,3
1094762324097822720,2
474201537,2
488950348,2
208120290,2
732787392722182144,2
106722362,2
2418253040,2
891411271794520069,8
95885662,5
16613738,3
2377589106,5
24559364,5
309119004,2
45306874,5
303862998,2
25516222,2
3317340592,2
2511720043,4
855883779155648512,5
25985333,2
115628224,6
433426660,6
856010760,5
50109331,5
141525004,2
2945287090,3
2587057008,2
291762556,2
1300780001084743683,5
1096468083022200832,2
110267961,2
1295646739261775873,5
106096597,5
1088371662108676096,5
724110272,5
128982444,5
1017280993,3
1257277750219603969,3
25371310,3
2822407526,3
4391165297,5
1241214150887583744,5
1481868054,5
41874178,5
294668347,5
1224185690713460736,3
228459707,3
23925278,3
241922327,3
2785680441,3
782018153207431168,3
459390022,3
1168586642141196289,3
1174254240337977345,3
1177579059221532673,3
123975474,3
1320463487257247744,3
1328148065820225536,3
1330266621810778114,3
1356085641746939905,3
142640919,3
178806519,3
330717019,3
337808606,3
46377350,3
867738228937416705,3
895453866237362177,3
1074309802225004545,3
1887386834,5
545081356,5
1356792044,3
206996636,3
30623732,3
755135678422327296,3
16936686,3
65384825,3
732734071,3
44655498,3
76004287,3
1302978006441492481,3
14879348,3
130034862,5
1071430976537018368,3
1216654609768484865,3
16182602,5
20302461,5
3377121640,5
806347865073315844,3
1144128948240035840,3
815273012,3
20545835,3
712755195705483265,6
568143078,3
1315379569558532097,6
153481286,6
1339324992408997895,4
151583473,4
2597697475,4
976756839294623744,4
1340556703,4
172296682,4
1910508080,4
2267132693,4
40668005,4
51670922,4
3326461785,4
94879188,4
1299007622968901637,3
201066140,3
23323939,3
15976697,3
721387177091993600,3
2215247203,3
75948787,3
1178039474346852352,3
4835333710,3
592730371,3
1524168474,3
2580300486,3
45490102,2
275686563,2
69797010,2
1029612428026204160,2
404783656,5
1051129297514172416,3
1250647983097614336,3
92928883,3
270016438,3
66788135,3
175724046,3
1149770531459256321,3
823255657902129153,3
878247600096509952,3
390288192,3
405605548,3
3194464862,3
940409602155282432,3
21536398,3
100380798,3
468646961,3
18005085,3
885283199307436032,3
590211920,3
23371841,3
502017666,3
792405232886116352,3
89742111,3
25816369,3
2773644907,3
1314122647341608961,3
1357304987165093888,3
489295715,3
1035407102,3
813801457950609408,3
136988071,3
15798091,3
77918673,3
3301743261,3
50434933,3
594886554,3
1272538112636391425,3
2852597261,3
860482585,3
114807372,3
4496550393,3
46148540,3
2373165658,3
83197153,3
1305528373,3
1081220949947629573,3
1317053245089550336,3
114388293,3
1232274574940790784,3
1241472932456599552,3
29097819,3
1082730144794587137,3
2915954031,3
527372536,3
701625216,3
806344552718045184,3
4265884905,3
1303227317377007617,3
930918122,3
361353123,4
596260141,4
837368622,4
1033183027831230464,4
1038905483757871111,4
1053568464688947201,4
1085238955782688770,4
1098435269391536128,4
1103234425872101376,4
1111979659053449218,4
1178948555542843392,4
1226885415971512320,4
1243991347964542978,4
1274319842477314049,4
1302329559132573696,4
1303329885599993857,4
1373940614,4
1723659714,4
1941587365,4
1954097977,4
2288391995,4
2419538283,4
2424894045,4
2571986231,4
2671579534,4
282299848,4
2863304195,4
3295428196,4
390696529,4
427742500,4
709971779,4
76995584,4
877818455436742657,4
880755113337528320,4
944572009157201921,4
95258307,4
993526227960033281,4
973882251627892736,4
459033261,4
104872280,4
291285947,4
1155920655608680455,4
1156199081762533376,4
1267880863104208899,4
1269563557240279040,4
1319952952233234438,4
212382577,4
2154795498,4
2173712495,4
1318658442140241920,4
1330197903399411712,4
318341961,4
319567052,4
593800419,4
750143113,4
1733220096,4
1298712763934547969,4
1148892682732933121,4
1260363834088476676,4
1267067442884481027,4
1274677378380333057,4
188710604,4
2463511302,4
2919449914,4
3429461511,4
624104261,4
890640328956497920,4
1356204665814343684,4
1290032492427214848,4
1112406690090110977,4
1360905104904368133,4
2614786157,4
1107343584846598145,4
2835868891,4
1156940974154760192,4
1001446171620118528,4
1296514348068884486,4
1282987168869363714,4
1212299941927780352,4
1090599564804001792,4
3311907021,4
1115612704410963972,4
871870300568379392,4
1014140711678152709,6
1168167671151628290,2
32828599,6
34908371,4
73672445,6
116619465,7
186347409,7
1895410482,7
35524806,7
38623068,7
15750898,3
922145728960512000,3
13737002,3
801997428,5
207739658,3
1130520035972272129,3
2768501,2
1252899393000308736,2
382671909,6
144087648,6
703558202454118400,6
127503320,5
2467971727,2
1093067691462742016,2
796663225261682688,3
1283270972578107394,6
248347792,2
18901882,2
454430404,2
2406303550,6
1013014316927332352,7
1290572123191365633,5
2954167529,5
32946240,2
1181139321442750465,3
67336825,6
15332636,2
574837269,5
3026140439,6
921460356,3
2196203149,5
215335757,5
131546062,3
2838333676,5
22665816,3
531881411,3
133771374,6
24291371,6
192575711,6
86621018,6
241941306,6
196504255,6
904517796,6
898917341051965441,3
1233903147220905985,2
47956038,2
1073910182382628865,3
1086639655691390976,3
232519990,3
855058291,2
310677505,2
407520865,2
2936130108,7
1960472766,7
2151170593,7
156963753,7
558027549,7
2430140064,2
63929367,7
712012171031420928,2
1121375429884039175,5
20378642,5
1659140850,2
218138634,5
17845209,5
2170986966,5
3362016513,5
348662319,2
1336381549374267393,2
1458526831,6
516626068,5
27033505,5
1292367192525279233,5
2812768561,2
1157395568135557120,2
186848024,2
23670746,3
52398722,2
24742982,7
166557563,5
1341580537509470209,2
3496521197,3
825226868,5
32726264,7
1059172611035447296,8
1192441064403193856,8
1038597983032336384,8
19226303,5
1001783279740182530,5
1223641230141247488,6
40548465,3
624883476,6
153540615,4
